,ProductName_ID,Point-of-Sale_ID,Sell-out units,date
287,224,42,26,2018-11-05
288,224,42,25,2018-11-12
289,224,42,15,2018-11-19
290,224,42,20,2018-11-26
291,224,42,12,2018-12-03
292,224,42,10,2018-01-29
293,224,42,47,2018-12-10
294,224,42,16,2018-12-17
295,224,42,32,2018-12-24
296,224,42,18,2018-02-05
297,224,42,12,2018-02-12
298,224,42,6,2018-02-19
299,224,42,8,2018-02-26
300,224,42,16,2019-01-07
301,224,42,16,2019-03-11
302,224,42,19,2019-03-18
303,224,42,52,2019-03-25
304,224,42,38,2019-04-01
305,224,42,44,2019-04-08
306,224,42,46,2019-04-15
307,224,42,22,2019-04-22
308,224,42,55,2019-04-29
309,224,42,26,2019-05-06
310,224,42,77,2019-05-13
311,224,42,34,2019-01-14
312,224,42,42,2019-05-20
313,224,42,12,2019-05-27
314,224,42,32,2019-06-03
315,224,42,45,2019-06-10
316,224,42,37,2019-06-17
317,224,42,24,2019-06-24
318,224,42,31,2019-07-01
319,224,42,45,2019-07-08
320,224,42,32,2019-07-15
321,224,42,34,2019-07-22
322,224,42,14,2019-01-21
323,224,42,57,2019-07-29
324,224,42,26,2019-08-05
325,224,42,47,2019-08-12
326,224,42,34,2019-08-19
327,224,42,24,2019-08-26
328,224,42,21,2019-09-02
329,224,42,66,2019-09-09
330,224,42,50,2019-09-16
331,224,42,38,2019-09-23
332,224,42,31,2019-09-30
333,224,42,18,2019-01-28
334,224,42,23,2019-10-07
335,224,42,36,2019-10-14
336,224,42,43,2019-10-21
337,224,42,45,2019-10-28
338,224,42,24,2019-11-04
339,224,42,24,2019-02-04
340,224,42,26,2019-02-11
341,224,42,45,2019-02-18
342,224,42,26,2019-02-25
343,224,42,38,2019-03-04
344,334,284,3,2016-01-04
345,334,284,4,2016-03-07
346,334,284,5,2016-03-14
347,334,284,2,2016-03-21
348,334,284,1,2016-03-28
349,334,284,5,2016-04-11
350,334,284,1,2016-04-18
351,334,284,5,2016-05-02
352,334,284,5,2016-05-09
353,334,284,4,2016-01-11
354,334,284,4,2016-05-23
355,334,284,3,2016-05-30
356,334,284,3,2016-06-06
357,334,284,1,2016-06-13
358,334,284,4,2016-06-20
359,334,284,5,2016-06-27
360,334,284,2,2016-07-04
361,334,284,4,2016-07-11
362,334,284,1,2016-07-18
363,334,284,2,2016-01-18
364,334,284,4,2016-07-25
365,334,284,2,2016-08-15
366,334,284,1,2016-08-22
367,334,284,5,2016-08-29
368,334,284,2,2016-09-05
369,334,284,3,2016-09-26
370,334,284,2,2016-01-25
371,334,284,8,2016-10-03
372,334,284,2,2016-10-17
373,334,284,7,2016-10-24
374,334,284,6,2016-11-07
375,334,284,2,2016-11-14
376,334,284,8,2016-11-21
377,334,284,2,2016-11-28
378,334,284,2,2016-12-05
379,334,284,6,2016-02-01
380,334,284,3,2016-12-12
381,334,284,4,2016-12-19
382,334,284,1,2016-12-26
383,334,284,1,2016-02-08
384,334,284,2,2016-02-15
385,334,284,3,2016-02-29
386,334,284,4,2017-01-02
387,334,284,1,2017-03-06
388,334,284,3,2017-03-13
389,334,284,4,2017-03-20
390,334,284,3,2017-04-03
391,334,284,2,2017-04-10
392,334,284,3,2017-04-17
393,334,284,1,2017-04-24
394,334,284,5,2017-05-08
395,334,284,2,2017-05-15
396,334,284,3,2017-05-22
397,334,284,4,2017-06-05
398,334,284,6,2017-06-12
399,334,284,6,2017-06-19
400,334,284,5,2017-07-10
401,334,284,3,2017-07-17
402,334,284,6,2017-01-16
403,334,284,2,2017-07-24
404,334,284,4,2017-08-07
405,334,284,3,2017-08-14
406,334,284,4,2017-08-21
407,334,284,4,2017-08-28
408,334,284,1,2017-09-04
409,334,284,1,2017-09-11
410,334,284,3,2017-09-18
411,334,284,2,2017-09-25
412,334,284,3,2017-01-23
413,334,284,2,2017-10-02
414,334,284,2,2017-10-09
415,334,284,2,2017-10-16
416,334,284,2,2017-10-23
417,334,284,5,2017-10-30
418,334,284,1,2017-11-06
419,334,284,3,2017-11-13
420,334,284,1,2017-11-20
421,334,284,3,2017-11-27
422,334,284,3,2017-12-04
423,334,284,1,2017-01-30
424,334,284,2,2017-12-11
425,334,284,6,2017-12-18
426,334,284,5,2017-02-06
427,334,284,4,2017-02-13
428,334,284,2,2017-02-20
429,334,284,1,2017-02-27
430,334,284,1,2018-01-01
431,334,284,1,2018-03-05
432,334,284,3,2018-03-12
433,334,284,4,2018-03-19
434,334,284,1,2018-03-26
435,334,284,4,2018-04-02
436,334,284,4,2018-04-09
437,334,284,3,2018-04-16
438,334,284,1,2018-04-30
439,334,284,3,2018-05-07
440,334,284,2,2018-01-08
441,334,284,1,2018-05-14
442,334,284,1,2018-05-21
443,334,284,2,2018-05-28
444,334,284,2,2018-06-04
445,334,284,3,2018-06-11
446,334,284,5,2018-06-18
447,334,284,2,2018-06-25
448,334,284,2,2018-07-02
449,334,284,1,2018-07-09
450,334,284,1,2018-07-16
451,334,284,2,2018-01-15
452,334,284,4,2018-07-30
453,334,284,6,2018-08-13
454,334,284,4,2018-08-20
455,334,284,3,2018-08-27
456,334,284,4,2018-09-03
457,334,284,1,2018-09-10
458,334,284,2,2018-09-17
459,334,284,1,2018-09-24
460,334,284,1,2018-10-01
461,334,284,1,2018-10-22
462,334,284,1,2018-10-29
463,334,284,2,2018-11-05
464,334,284,1,2018-11-12
465,334,284,2,2018-11-19
466,334,284,15,2018-11-26
467,334,284,2,2018-01-29
468,334,284,2,2018-12-10
469,334,284,4,2018-12-17
470,334,284,1,2018-12-24
471,334,284,3,2018-02-05
472,334,284,5,2018-02-12
473,334,284,3,2018-02-19
474,334,284,3,2019-01-07
475,334,284,1,2019-03-11
476,334,284,4,2019-03-18
477,334,284,1,2019-03-25
478,334,284,2,2019-04-01
479,334,284,1,2019-04-08
480,334,284,4,2019-04-15
481,334,284,2,2019-04-22
482,334,284,4,2019-04-29
483,334,284,4,2019-05-13
484,334,284,1,2019-01-14
485,334,284,2,2019-05-27
486,334,284,1,2019-06-03
487,334,284,6,2019-06-10
488,334,284,2,2019-06-17
489,334,284,1,2019-06-24
490,334,284,5,2019-07-01
491,334,284,3,2019-07-08
492,334,284,12,2019-07-15
493,334,284,3,2019-07-22
494,334,284,3,2019-07-29
495,334,284,2,2019-08-05
496,334,284,1,2019-08-19
497,334,284,2,2019-09-02
498,334,284,3,2019-09-09
499,334,284,6,2019-09-16
500,334,284,1,2019-09-23
501,334,284,1,2019-09-30
502,334,284,1,2019-01-28
503,334,284,4,2019-10-07
504,334,284,3,2019-10-14
505,334,284,1,2019-10-28
506,334,284,5,2019-02-04
507,334,284,2,2019-02-11
508,334,284,4,2019-02-18
509,334,284,2,2019-02-25
510,334,284,4,2019-03-04
